"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"233","Dream",51.1,19.1,200,4500,"MALE","Chinstrap"
"234","Dream",50.5,19.3,206.5,3687.5,"MALE","Chinstrap"
"235","Dream",51.65,18.75,192,4475,"MALE","Chinstrap"
"236","Dream",51.3,18.65,203,3850,"MALE","Chinstrap"
"237","Dream",50.65,19.05,206,4025,"MALE","Chinstrap"
"238","Dream",51.4,19.25,201,3925,"MALE","Chinstrap"
"239","Dream",51.1,19.4,199.5,4425,"MALE","Chinstrap"
"240","Dream",50.25,19.4,196,3850,"MALE","Chinstrap"
"241","Dream",50.05,19.35,200,3712.5,"MALE","Chinstrap"
"242","Dream",51.75,19.3,199,3912.5,"MALE","Chinstrap"
"243","Dream",50.65,19.35,199,3775,"MALE","Chinstrap"
"244","Dream",50.85,18.85,202.5,3512.5,"MALE","Chinstrap"
"245","Dream",50.6,19.1,205.5,3525,"MALE","Chinstrap"
"246","Dream",50.3,19.25,196.5,4300,"MALE","Chinstrap"
"247","Dream",50.25,19.35,205,4425,"MALE","Chinstrap"
"248","Dream",51.65,19.45,197,3975,"MALE","Chinstrap"
"249","Dream",52.1,18.7,198,3762.5,"MALE","Chinstrap"
"250","Dream",48.9,19.25,195.5,4175,"MALE","Chinstrap"
"251","Dream",51.35,19.7,204.5,3875,"MALE","Chinstrap"
"252","Dream",53.1,19.05,200,3887.5,"MALE","Chinstrap"
"253","Dream",49.9,19.4,198,3950,"MALE","Chinstrap"
"254","Dream",50.25,19,201,3600,"MALE","Chinstrap"
"255","Dream",50.5,20.25,205.5,4225,"MALE","Chinstrap"
"256","Dream",51.6,18.85,197,3550,"MALE","Chinstrap"
"257","Dream",51,19.85,205.5,3887.5,"MALE","Chinstrap"
"258","Dream",51.35,18.6,199,4287.5,"MALE","Chinstrap"
"259","Dream",49.5,19.75,200,4075,"MALE","Chinstrap"
"260","Dream",51.6,19.9,195,3800,"MALE","Chinstrap"
"261","Dream",51.25,19.8,203,3587.5,"MALE","Chinstrap"
"262","Dream",50,19.85,201.5,4550,"MALE","Chinstrap"
"263","Dream",49.9,19.6,205.5,3725,"MALE","Chinstrap"
"264","Dream",50.75,19.2,199,3500,"MALE","Chinstrap"
"265","Dream",52.75,19.3,194,3850,"MALE","Chinstrap"
"266","Dream",50.3,19.1,203.5,4075,"MALE","Chinstrap"
"267","Dream",49.35,18.55,196,4175,"MALE","Chinstrap"
"268","Dream",49.85,19.4,199,3950,"MALE","Chinstrap"
"269","Dream",50.5,19.45,202.5,3850,"MALE","Chinstrap"
"270","Dream",50.5,18.45,201,3650,"MALE","Chinstrap"
"271","Dream",51.3,19,198,3750,"MALE","Chinstrap"
"272","Dream",51.25,19.25,194,4175,"MALE","Chinstrap"
"273","Dream",51.15,19.7,199.5,3600,"MALE","Chinstrap"
"274","Dream",50,19,204.5,4125,"MALE","Chinstrap"
"275","Dream",52.3,19.55,202,4050,"MALE","Chinstrap"
"276","Dream",51.35,18,198,3587.5,"MALE","Chinstrap"
"277","Dream",50.25,19.7,198.5,3750,"MALE","Chinstrap"
"278","Dream",51.6,18.8,203.5,4025,"MALE","Chinstrap"
"279","Dream",51.6,18.95,204.5,3950,"MALE","Chinstrap"
"280","Dream",50.25,19.2,198.5,3825,"MALE","Chinstrap"
"281","Dream",49.3,19.1,197.5,4050,"MALE","Chinstrap"
"282","Dream",51.1,19.8,196.5,3900,"MALE","Chinstrap"
"283","Dream",51.25,19.55,200.5,3700,"MALE","Chinstrap"
"284","Dream",51.2,19.85,211,3912.5,"MALE","Chinstrap"
"285","Dream",49.6,18.5,202,3900,"MALE","Chinstrap"
"286","Dream",50.25,18.6,197,4075,"MALE","Chinstrap"
"287","Dream",50.95,18.7,198,4450,"MALE","Chinstrap"
"288","Dream",50.6,19.15,196.5,3900,"MALE","Chinstrap"
"289","Dream",50.85,19.25,198.5,4400,"MALE","Chinstrap"
"290","Dream",52.85,18.65,198.5,3475,"MALE","Chinstrap"
"291","Dream",51.1,18.7,200.5,3575,"MALE","Chinstrap"
"292","Dream",51.5,18.6,203,3950,"MALE","Chinstrap"
"293","Dream",53.25,17.85,207,4125,"MALE","Chinstrap"
"294","Dream",52.35,20.2,198,4275,"MALE","Chinstrap"
"295","Dream",49.25,19.05,200.5,3450,"MALE","Chinstrap"
"296","Dream",50.3,20.3,192,3900,"MALE","Chinstrap"
"297","Dream",49.85,18.9,198,3675,"MALE","Chinstrap"
"298","Dream",52.9,18.5,201,3887.5,"MALE","Chinstrap"
"299","Dream",51,19.9,200.5,4225,"MALE","Chinstrap"
"300","Dream",51.65,18.6,195.5,4550,"MALE","Chinstrap"
"301","Dream",50.75,18.9,207,3512.5,"MALE","Chinstrap"
"302","Dream",50.5,19.4,197,3912.5,"MALE","Chinstrap"
"303","Dream",49.6,18.15,202,3925,"MALE","Chinstrap"
"304","Dream",53.05,19.65,195,4175,"MALE","Chinstrap"
"305","Dream",51.1,18.6,206,3537.5,"MALE","Chinstrap"
"306","Dream",50.85,18.35,195.5,4000,"MALE","Chinstrap"
"307","Dream",50.35,18.9,203.5,4075,"MALE","Chinstrap"
"308","Dream",52.75,20.3,195,3725,"MALE","Chinstrap"
"309","Dream",51.35,18.35,195,4175,"MALE","Chinstrap"
"310","Dream",49.2,18.8,202.5,3862.5,"MALE","Chinstrap"
"311","Dream",51.85,19.3,206.5,4175,"MALE","Chinstrap"
"312","Dream",50.55,19,200,4175,"MALE","Chinstrap"
"313","Dream",50.65,19.3,198.5,4400,"MALE","Chinstrap"
"314","Dream",52.05,18.65,207,4125,"MALE","Chinstrap"
"315","Dream",50.45,19.2,194,3950,"MALE","Chinstrap"
"316","Dream",52.4,19,202,3650,"MALE","Chinstrap"
"317","Dream",52.8,19.45,201.5,3975,"MALE","Chinstrap"
"318","Dream",50.35,18.8,195,3775,"MALE","Chinstrap"
"319","Dream",50.6,19.4,208.5,4475,"MALE","Chinstrap"
"320","Dream",51,19.5,197,3800,"MALE","Chinstrap"
"321","Dream",53.75,18.9,198.5,3762.5,"MALE","Chinstrap"
"322","Dream",50.95,19.45,201,3562.5,"MALE","Chinstrap"
"323","Dream",52.4,18.9,200,3800,"MALE","Chinstrap"
"324","Dream",51,19.45,203.5,3800,"MALE","Chinstrap"
"325","Dream",50.3,19.15,202,4100,"MALE","Chinstrap"
"326","Dream",50,18.8,196.5,4650,"MALE","Chinstrap"
"327","Dream",53.5,20.15,210,4200,"MALE","Chinstrap"
"328","Dream",50.75,19.4,203.5,3525,"MALE","Chinstrap"
"329","Dream",52.75,19.65,195,3975,"MALE","Chinstrap"
"330","Dream",51,18.6,204.5,3837.5,"MALE","Chinstrap"
"331","Dream",49.95,19.7,205.5,3550,"MALE","Chinstrap"
"332","Dream",50.85,18.05,195,4100,"MALE","Chinstrap"
"333","Dream",52.15,19,195,4300,"MALE","Chinstrap"
"334","Dream",51.65,19.75,196,4000,"MALE","Chinstrap"
"335","Dream",51.35,18.55,203,3875,"MALE","Chinstrap"
"336","Dream",52.75,19.2,204,4037.5,"MALE","Chinstrap"
"337","Dream",50.2,19.3,201.5,4325,"MALE","Chinstrap"
"338","Dream",50.1,18.5,195,3825,"MALE","Chinstrap"
"339","Dream",51.55,19.25,200.5,3900,"MALE","Chinstrap"
"340","Dream",51.4,18.35,200,3750,"MALE","Chinstrap"
"341","Dream",51.35,19.25,200,3600,"MALE","Chinstrap"
"342","Dream",49.15,19.6,203,4250,"MALE","Chinstrap"
"343","Dream",51.7,19.95,199.5,4150,"MALE","Chinstrap"
"344","Dream",49.05,18.9,200.5,4100,"MALE","Chinstrap"
"345","Dream",50.15,19.4,204,3925,"MALE","Chinstrap"
"346","Dream",50.95,18.7,201.5,4175,"MALE","Chinstrap"
"347","Dream",51.15,19.05,197.5,4262.5,"MALE","Chinstrap"
"348","Dream",49.95,19.35,198.5,4050,"MALE","Chinstrap"
"349","Dream",51.4,19.05,192,4400,"MALE","Chinstrap"
"350","Dream",50.55,18.4,193,4500,"MALE","Chinstrap"
"351","Dream",52,18.55,199,4000,"MALE","Chinstrap"
"352","Dream",49.05,19.8,211,3675,"MALE","Chinstrap"
"353","Dream",50.8,19.05,200,3750,"MALE","Chinstrap"
"354","Dream",51.9,19.9,205.5,4350,"MALE","Chinstrap"
"355","Dream",52.1,18.6,197,4125,"MALE","Chinstrap"
"356","Dream",51.5,18.15,196,4050,"MALE","Chinstrap"
"357","Dream",50.6,19.15,193,3975,"MALE","Chinstrap"
"358","Dream",51.85,18.7,198.5,3912.5,"MALE","Chinstrap"
"359","Dream",53.75,18.9,199,4037.5,"MALE","Chinstrap"
"360","Dream",51.4,19,195.5,3700,"MALE","Chinstrap"
"361","Dream",51.3,19.65,198.5,4025,"MALE","Chinstrap"
"362","Dream",53.15,20,200,3550,"MALE","Chinstrap"
"363","Dream",52.1,19.8,197,4025,"MALE","Chinstrap"
"364","Dream",50.05,18.9,211,4050,"MALE","Chinstrap"
"365","Dream",51.25,19.7,205.5,3950,"MALE","Chinstrap"
"366","Dream",50.95,19.25,199,4500,"MALE","Chinstrap"
"367","Dream",50.55,19.1,202.5,4200,"MALE","Chinstrap"
"368","Dream",51.15,18.75,207.5,3925,"MALE","Chinstrap"
"369","Dream",49.9,19.45,187,3912.5,"MALE","Chinstrap"
"370","Dream",49.15,20.25,200,3925,"MALE","Chinstrap"
"371","Dream",50.45,19.3,204,4275,"MALE","Chinstrap"
"372","Dream",50.55,19.55,195,3912.5,"MALE","Chinstrap"
"373","Dream",51.05,19.95,197.5,4350,"MALE","Chinstrap"
"374","Dream",50.25,18.8,199.5,3700,"MALE","Chinstrap"
"375","Dream",49.65,18.7,203.5,3912.5,"MALE","Chinstrap"
"376","Dream",53.1,18.7,196,4100,"MALE","Chinstrap"
"377","Dream",50.5,19.3,211,3700,"MALE","Chinstrap"
"378","Dream",50,19.25,206.5,3675,"MALE","Chinstrap"
"379","Dream",50.6,19,203.5,3862.5,"MALE","Chinstrap"
"380","Dream",52.15,19.3,203.5,4100,"MALE","Chinstrap"
"381","Dream",51.65,19.1,201,3575,"MALE","Chinstrap"
"382","Dream",53.45,19.3,197,4275,"MALE","Chinstrap"
"383","Dream",51.7,19.8,205.5,4050,"MALE","Chinstrap"
"384","Dream",51.3,19.45,198,3787.5,"MALE","Chinstrap"
"385","Dream",50.5,18.7,202,4125,"MALE","Chinstrap"
"386","Dream",50.9,18.8,196,3925,"MALE","Chinstrap"
"387","Dream",51.65,19.2,206.5,3750,"MALE","Chinstrap"
"388","Dream",49.9,19.25,205,4025,"MALE","Chinstrap"
"389","Dream",49.25,18.6,204.5,4275,"MALE","Chinstrap"
"390","Dream",50.15,19.3,201,4075,"MALE","Chinstrap"
"391","Dream",50.95,18.6,194.5,4125,"MALE","Chinstrap"
"392","Dream",50.35,19.35,198.5,4300,"MALE","Chinstrap"
"393","Dream",51.35,19.3,196.5,3525,"MALE","Chinstrap"
"394","Dream",52.1,18.95,199,4125,"MALE","Chinstrap"
"395","Dream",51.65,18.75,197,3737.5,"MALE","Chinstrap"
"396","Dream",51.7,19.7,211,4400,"MALE","Chinstrap"
"397","Dream",51.1,19.55,195,4050,"MALE","Chinstrap"
"398","Dream",49.4,18.65,205.5,3800,"MALE","Chinstrap"
"399","Dream",52.25,18.85,192,3612.5,"MALE","Chinstrap"
"400","Dream",51.3,19.5,207,3775,"MALE","Chinstrap"
"401","Dream",49.3,19.8,204.5,4137.5,"MALE","Chinstrap"
"402","Dream",50.8,19.7,192,4025,"MALE","Chinstrap"
"403","Dream",49.95,19.85,197,4125,"MALE","Chinstrap"
"404","Dream",50.25,19.25,194,3775,"MALE","Chinstrap"
"405","Dream",49.75,19.85,211,4000,"MALE","Chinstrap"
"406","Dream",50.45,18.8,193.5,4125,"MALE","Chinstrap"
"407","Dream",52.75,19.5,194,3912.5,"MALE","Chinstrap"
"408","Dream",50.2,19.2,200,3862.5,"MALE","Chinstrap"
