"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"84","Biscoe",44.55,14.75,215,4500,"FEMALE","Gentoo"
"85","Biscoe",46.8,13.3,208.5,4800,"FEMALE","Gentoo"
"86","Biscoe",43.65,14.45,212.5,4575,"FEMALE","Gentoo"
"87","Biscoe",47.1,14.6,212.5,4787.5,"FEMALE","Gentoo"
"88","Biscoe",43.65,14.65,216.5,4200,"FEMALE","Gentoo"
"89","Biscoe",46.45,15.1,212,4950,"FEMALE","Gentoo"
"90","Biscoe",46.05,14.25,211,4637.5,"FEMALE","Gentoo"
"91","Biscoe",44.15,14.15,214,4500,"FEMALE","Gentoo"
"92","Biscoe",45.65,14.25,214.5,5025,"FEMALE","Gentoo"
"93","Biscoe",45.8,14.35,214.5,4637.5,"FEMALE","Gentoo"
"94","Biscoe",48,14.35,214,4912.5,"FEMALE","Gentoo"
"95","Biscoe",42.65,13.95,214,4887.5,"FEMALE","Gentoo"
"96","Biscoe",47.15,14.7,212.5,4812.5,"FEMALE","Gentoo"
"97","Biscoe",45.2,14.4,214,4762.5,"FEMALE","Gentoo"
"98","Biscoe",46.3,14,214.5,4600,"FEMALE","Gentoo"
"99","Biscoe",46.6,14.1,214.5,4775,"FEMALE","Gentoo"
"100","Biscoe",45.8,15,212,4600,"FEMALE","Gentoo"
"101","Biscoe",44.4,14.05,211.5,4675,"FEMALE","Gentoo"
"102","Biscoe",46.35,13.9,214.5,4700,"FEMALE","Gentoo"
"103","Biscoe",46.05,14.45,209,4550,"FEMALE","Gentoo"
"104","Biscoe",47.6,13.9,211.5,4950,"FEMALE","Gentoo"
"105","Biscoe",47.8,14.5,214.5,4925,"FEMALE","Gentoo"
"106","Biscoe",44,14.5,209,4725,"FEMALE","Gentoo"
"107","Biscoe",46.45,14.45,217,4650,"FEMALE","Gentoo"
"108","Biscoe",44.3,14.45,215,4275,"FEMALE","Gentoo"
"109","Biscoe",47.45,14.6,212,4750,"FEMALE","Gentoo"
"110","Biscoe",46,14.55,213.5,4987.5,"FEMALE","Gentoo"
"111","Biscoe",45.1,14.05,210,4812.5,"FEMALE","Gentoo"
"112","Biscoe",44.45,14.65,213.5,4875,"FEMALE","Gentoo"
"113","Biscoe",47.95,14.6,212.5,4687.5,"FEMALE","Gentoo"
"114","Biscoe",46.65,14.8,210,4525,"FEMALE","Gentoo"
"115","Biscoe",41.75,14.95,213,4700,"FEMALE","Gentoo"
"116","Biscoe",45.3,14.2,213.5,4425,"FEMALE","Gentoo"
"117","Biscoe",45.8,14.2,213,4812.5,"FEMALE","Gentoo"
"118","Biscoe",44.05,14.8,217,4675,"FEMALE","Gentoo"
"119","Biscoe",45.5,14.95,214.5,4675,"FEMALE","Gentoo"
"120","Biscoe",46.85,13.95,206,4987.5,"FEMALE","Gentoo"
"121","Biscoe",47.1,14.55,212.5,4712.5,"FEMALE","Gentoo"
"122","Biscoe",45.9,14.35,207.5,4675,"FEMALE","Gentoo"
"123","Biscoe",45.9,14.7,214.5,5062.5,"FEMALE","Gentoo"
"124","Biscoe",45.65,14.35,213.5,4800,"FEMALE","Gentoo"
"125","Biscoe",45.8,13.85,212,4875,"FEMALE","Gentoo"
"126","Biscoe",47.5,14.95,211.5,4950,"FEMALE","Gentoo"
"127","Biscoe",44.25,14.15,213,4475,"FEMALE","Gentoo"
"128","Biscoe",44.45,14.15,210.5,4575,"FEMALE","Gentoo"
"129","Biscoe",45.5,14.5,210,4737.5,"FEMALE","Gentoo"
"130","Biscoe",45.55,14.6,211.5,4350,"FEMALE","Gentoo"
"131","Biscoe",45.1,14.75,212,4875,"FEMALE","Gentoo"
"132","Biscoe",43.45,14.3,210.5,4762.5,"FEMALE","Gentoo"
"133","Biscoe",46.05,13.75,206.5,4800,"FEMALE","Gentoo"
"134","Biscoe",44.6,14.8,213.5,4475,"FEMALE","Gentoo"
"135","Biscoe",44.55,14.35,216.5,4550,"FEMALE","Gentoo"
"136","Biscoe",47.85,14.3,211,4700,"FEMALE","Gentoo"
"137","Biscoe",46.35,15.1,220,4350,"FEMALE","Gentoo"
"138","Biscoe",47.05,14.1,211,4625,"FEMALE","Gentoo"
"139","Biscoe",46.85,14.35,214,4625,"FEMALE","Gentoo"
"140","Biscoe",44.55,14.7,210,4250,"FEMALE","Gentoo"
"141","Biscoe",44.2,14.75,213,4287.5,"FEMALE","Gentoo"
"142","Biscoe",45.5,14.1,217.5,4600,"FEMALE","Gentoo"
"143","Biscoe",45.65,14.7,214,4650,"FEMALE","Gentoo"
"144","Biscoe",42.6,13.75,212,4700,"FEMALE","Gentoo"
"145","Biscoe",44,14.3,210.5,4550,"FEMALE","Gentoo"
"146","Biscoe",44.4,13.75,208.5,4850,"FEMALE","Gentoo"
"147","Biscoe",43.75,13.95,213.5,4775,"FEMALE","Gentoo"
"148","Biscoe",46.1,14.7,210,4450,"FEMALE","Gentoo"
"149","Biscoe",44.1,14.35,207.5,4700,"FEMALE","Gentoo"
"150","Biscoe",44.9,14.5,209,4525,"FEMALE","Gentoo"
"151","Biscoe",48.55,14.6,210,4550,"FEMALE","Gentoo"
"152","Biscoe",43.1,14.75,210,4550,"FEMALE","Gentoo"
"153","Biscoe",44.85,14.4,219.5,4975,"FEMALE","Gentoo"
"154","Biscoe",47.8,14.1,217,4562.5,"FEMALE","Gentoo"
"155","Biscoe",43.85,14.45,212,4700,"FEMALE","Gentoo"
"156","Biscoe",46,14.4,215,4600,"FEMALE","Gentoo"
"157","Biscoe",45.3,14.3,208.5,4525,"FEMALE","Gentoo"
"158","Biscoe",44.2,14.45,215.5,4650,"FEMALE","Gentoo"
"159","Biscoe",46.3,13.8,209.5,4925,"FEMALE","Gentoo"
"160","Biscoe",45.35,14,211,4687.5,"FEMALE","Gentoo"
"161","Biscoe",43.1,14.35,216.5,4825,"FEMALE","Gentoo"
"162","Biscoe",46.35,14.4,209,4575,"FEMALE","Gentoo"
"163","Biscoe",44.35,14.05,213,4712.5,"FEMALE","Gentoo"
"164","Biscoe",46.3,14.15,216.5,4762.5,"FEMALE","Gentoo"
"165","Biscoe",45.3,14.1,214,4662.5,"FEMALE","Gentoo"
"166","Biscoe",43.3,13.7,211.5,4750,"FEMALE","Gentoo"
"167","Biscoe",45.5,13.95,210,4612.5,"FEMALE","Gentoo"
"168","Biscoe",44.05,14.1,212,4475,"FEMALE","Gentoo"
"169","Biscoe",44.75,14.5,214,4887.5,"FEMALE","Gentoo"
"170","Biscoe",46.1,14.45,209.5,4775,"FEMALE","Gentoo"
"171","Biscoe",46.2,15,211.5,4975,"FEMALE","Gentoo"
"172","Biscoe",44.15,14.05,214.5,4787.5,"FEMALE","Gentoo"
"173","Biscoe",43.3,14.35,213.5,4725,"FEMALE","Gentoo"
"174","Biscoe",46.65,14.4,212.5,4475,"FEMALE","Gentoo"
"175","Biscoe",47.65,13.75,217,4812.5,"FEMALE","Gentoo"
"176","Biscoe",47.65,14.2,213,4450,"FEMALE","Gentoo"
"177","Biscoe",46.5,14.75,213,4750,"FEMALE","Gentoo"
"178","Biscoe",44.55,14.85,210.5,4775,"FEMALE","Gentoo"
"179","Biscoe",46.15,14.65,215.5,4550,"FEMALE","Gentoo"
"180","Biscoe",43.25,14.5,213,4750,"FEMALE","Gentoo"
"181","Biscoe",46.9,14.05,214,4575,"FEMALE","Gentoo"
"182","Biscoe",43.2,14.5,216,4650,"FEMALE","Gentoo"
"183","Biscoe",44.6,14.6,215,5000,"FEMALE","Gentoo"
"184","Biscoe",48.45,14.55,214,4725,"FEMALE","Gentoo"
"185","Biscoe",47.35,14.05,212,5025,"FEMALE","Gentoo"
"186","Biscoe",45.45,14,208.5,4700,"FEMALE","Gentoo"
"187","Biscoe",47.3,14.9,212,4612.5,"FEMALE","Gentoo"
"188","Biscoe",46.85,13.85,218,4650,"FEMALE","Gentoo"
"189","Biscoe",47.95,14.55,208,4650,"FEMALE","Gentoo"
"190","Biscoe",45.3,14.6,213.5,4525,"FEMALE","Gentoo"
"191","Biscoe",45.35,14.3,209,4637.5,"FEMALE","Gentoo"
"192","Biscoe",44.35,14.4,212.5,4937.5,"FEMALE","Gentoo"
"193","Biscoe",46.8,14.4,210,4950,"FEMALE","Gentoo"
"194","Biscoe",44.55,14.8,215,4525,"FEMALE","Gentoo"
"195","Biscoe",42.8,14.4,211,4825,"FEMALE","Gentoo"
"196","Biscoe",46.8,14.25,209.5,4875,"FEMALE","Gentoo"
"197","Biscoe",46.5,14.35,215,4687.5,"FEMALE","Gentoo"
"198","Biscoe",47.15,14.05,215.5,4950,"FEMALE","Gentoo"
"199","Biscoe",48.2,14.2,217.5,4587.5,"FEMALE","Gentoo"
"200","Biscoe",43.6,14,211.5,4775,"FEMALE","Gentoo"
"201","Biscoe",47,14,213,4750,"FEMALE","Gentoo"
"202","Biscoe",45.1,14.05,213.5,4725,"FEMALE","Gentoo"
"203","Biscoe",44.85,14.5,213,5000,"FEMALE","Gentoo"
"204","Biscoe",47.2,14,210.5,4537.5,"FEMALE","Gentoo"
"205","Biscoe",45.25,14.15,213,4600,"FEMALE","Gentoo"
"206","Biscoe",44.25,14.35,210,4575,"FEMALE","Gentoo"
"207","Biscoe",45.25,14.15,215,4712.5,"FEMALE","Gentoo"
"208","Biscoe",43.9,14.8,211,4800,"FEMALE","Gentoo"
"209","Biscoe",44.55,14.5,215,4637.5,"FEMALE","Gentoo"
"210","Biscoe",43.4,14.35,213,5025,"FEMALE","Gentoo"
"211","Biscoe",47.95,14.2,216.5,4725,"FEMALE","Gentoo"
"212","Biscoe",45.6,15.15,208,4500,"FEMALE","Gentoo"
"213","Biscoe",47.5,14.5,216,4687.5,"FEMALE","Gentoo"
"214","Biscoe",44.5,14.3,215,4550,"FEMALE","Gentoo"
"215","Biscoe",47.1,14.2,211.5,4850,"FEMALE","Gentoo"
"216","Biscoe",45.8,14.35,214.5,4325,"FEMALE","Gentoo"
"217","Biscoe",47.35,13.75,210,4575,"FEMALE","Gentoo"
"218","Biscoe",45.2,14.55,210,4750,"FEMALE","Gentoo"
"219","Biscoe",45.8,14.15,213.5,4812.5,"FEMALE","Gentoo"
"220","Biscoe",46.95,13.55,210,5075,"FEMALE","Gentoo"
"221","Biscoe",43.6,15,213,4600,"FEMALE","Gentoo"
"222","Biscoe",43.15,13.55,213.5,4675,"FEMALE","Gentoo"
"223","Biscoe",46.5,14.5,210.5,4850,"FEMALE","Gentoo"
"224","Biscoe",49.1,14,209.5,4550,"FEMALE","Gentoo"
"225","Biscoe",47.45,14.8,213.5,4375,"FEMALE","Gentoo"
"226","Biscoe",47.25,13.9,214.5,4837.5,"FEMALE","Gentoo"
"227","Biscoe",46.3,13.9,212,4450,"FEMALE","Gentoo"
"228","Biscoe",46.15,13.45,209,5087.5,"FEMALE","Gentoo"
"229","Biscoe",46,13.95,209,4700,"FEMALE","Gentoo"
"230","Biscoe",46,14.35,213.5,4900,"FEMALE","Gentoo"
"231","Biscoe",45,14.9,210.5,4550,"FEMALE","Gentoo"
"232","Biscoe",48.15,13.5,214,5037.5,"FEMALE","Gentoo"
"233","Biscoe",44.6,14.2,212,4487.5,"FEMALE","Gentoo"
"234","Biscoe",46.2,14.5,210.5,4825,"FEMALE","Gentoo"
"235","Biscoe",43.4,14.35,216.5,4850,"FEMALE","Gentoo"
"236","Biscoe",46.4,14.15,212.5,4875,"FEMALE","Gentoo"
"237","Biscoe",46,13.4,210,4675,"FEMALE","Gentoo"
"238","Biscoe",46.15,14.4,214,4837.5,"FEMALE","Gentoo"
"239","Biscoe",46.1,13.95,213,4400,"FEMALE","Gentoo"
"240","Biscoe",49,13.85,210,4675,"FEMALE","Gentoo"
"241","Biscoe",45.55,14.2,215,5025,"FEMALE","Gentoo"
"242","Biscoe",45,14.15,210,4525,"FEMALE","Gentoo"
"243","Biscoe",44.55,14.15,210.5,4750,"FEMALE","Gentoo"
"244","Biscoe",46.75,13.8,212.5,4275,"FEMALE","Gentoo"
"245","Biscoe",45.85,13.65,216,4625,"FEMALE","Gentoo"
"246","Biscoe",48.45,14.45,211,4662.5,"FEMALE","Gentoo"
"247","Biscoe",46.75,14.45,210,4275,"FEMALE","Gentoo"
"248","Biscoe",45.1,14.2,209.5,4412.5,"FEMALE","Gentoo"
"249","Biscoe",46.65,14.25,215,4887.5,"FEMALE","Gentoo"
"250","Biscoe",45.75,14.7,211,4575,"FEMALE","Gentoo"
"251","Biscoe",45.2,14.35,212,4650,"FEMALE","Gentoo"
"252","Biscoe",47.1,14.4,211.5,4800,"FEMALE","Gentoo"
"253","Biscoe",47.85,13.6,213.5,5062.5,"FEMALE","Gentoo"
"254","Biscoe",44.7,14,214.5,4625,"FEMALE","Gentoo"
"255","Biscoe",45.4,14.1,218,4737.5,"FEMALE","Gentoo"
"256","Biscoe",45.15,13.2,214,4775,"FEMALE","Gentoo"
"257","Biscoe",44.7,14.25,211.5,4962.5,"FEMALE","Gentoo"
"258","Biscoe",47.15,14.15,212.5,4775,"FEMALE","Gentoo"
"259","Biscoe",46.1,14.05,213,4925,"FEMALE","Gentoo"
"260","Biscoe",43.5,13.8,210.5,4300,"FEMALE","Gentoo"
"261","Biscoe",46.3,14.55,213,4787.5,"FEMALE","Gentoo"
"262","Biscoe",47.25,14.6,211,4637.5,"FEMALE","Gentoo"
"263","Biscoe",45.85,14,212.5,4900,"FEMALE","Gentoo"
"264","Biscoe",47,14.1,215,4512.5,"FEMALE","Gentoo"
"265","Biscoe",46,13.75,211.5,4712.5,"FEMALE","Gentoo"
"266","Biscoe",45.75,14.35,215,4525,"FEMALE","Gentoo"
"267","Biscoe",45,14.4,213,4287.5,"FEMALE","Gentoo"
"268","Biscoe",45.5,14.15,208,4725,"FEMALE","Gentoo"
"269","Biscoe",45.85,14.35,212.5,5025,"FEMALE","Gentoo"
"270","Biscoe",45.65,14.3,213,4600,"FEMALE","Gentoo"
"271","Biscoe",47.05,14.1,213,4537.5,"FEMALE","Gentoo"
"272","Biscoe",45.95,14.15,211.5,4300,"FEMALE","Gentoo"
"273","Biscoe",47.95,14.25,213,4737.5,"FEMALE","Gentoo"
"274","Biscoe",45,15.35,209.5,4575,"FEMALE","Gentoo"
"275","Biscoe",47.65,14.3,218,4875,"FEMALE","Gentoo"
"276","Biscoe",45.65,14.4,211.5,4650,"FEMALE","Gentoo"
"277","Biscoe",44.5,14.2,215.5,4525,"FEMALE","Gentoo"
"278","Biscoe",44.75,14.1,217,4737.5,"FEMALE","Gentoo"
"279","Biscoe",41.3,13.95,208,4675,"FEMALE","Gentoo"
"280","Biscoe",45,14.1,216,4775,"FEMALE","Gentoo"
"281","Biscoe",45.2,14.3,211.5,4725,"FEMALE","Gentoo"
"282","Biscoe",46.45,14.1,214,4775,"FEMALE","Gentoo"
"283","Biscoe",45.95,14.45,210,5025,"FEMALE","Gentoo"
"284","Biscoe",46,14.35,212,4525,"FEMALE","Gentoo"
"285","Biscoe",44.95,13.8,213.5,4712.5,"FEMALE","Gentoo"
"286","Biscoe",45.35,13.85,209,4800,"FEMALE","Gentoo"
"287","Biscoe",45.2,13.75,213.5,4637.5,"FEMALE","Gentoo"
"288","Biscoe",44,14.55,212,4287.5,"FEMALE","Gentoo"
"289","Biscoe",46,14.25,213.5,4250,"FEMALE","Gentoo"
"290","Biscoe",45.05,13.95,212,5100,"FEMALE","Gentoo"
"291","Biscoe",43.9,14,212.5,4600,"FEMALE","Gentoo"
"292","Biscoe",44.6,14.2,211,4375,"FEMALE","Gentoo"
"293","Biscoe",47,14.85,208.5,4725,"FEMALE","Gentoo"
"294","Biscoe",46.1,13.7,214.5,4350,"FEMALE","Gentoo"
"295","Biscoe",44.9,14.3,214.5,4600,"FEMALE","Gentoo"
"296","Biscoe",44.9,14,210.5,4625,"FEMALE","Gentoo"
"297","Biscoe",43.95,13.95,210,4675,"FEMALE","Gentoo"
"298","Biscoe",45.25,14.45,207.5,4912.5,"FEMALE","Gentoo"
"299","Biscoe",49,14.35,215,5000,"FEMALE","Gentoo"
"300","Biscoe",48.55,14.1,216.5,4600,"FEMALE","Gentoo"
"301","Biscoe",46.95,14.8,212,4700,"FEMALE","Gentoo"
"302","Biscoe",45.95,14,214,4750,"FEMALE","Gentoo"
"303","Biscoe",45.1,14.8,210,4812.5,"FEMALE","Gentoo"
"304","Biscoe",43.35,13.9,218,4450,"FEMALE","Gentoo"
"305","Biscoe",48.45,14.35,213,4512.5,"FEMALE","Gentoo"
"306","Biscoe",44.05,13.95,209.5,4600,"FEMALE","Gentoo"
"307","Biscoe",47.4,14.3,215,4650,"FEMALE","Gentoo"
"308","Biscoe",45,13.95,208.5,4725,"FEMALE","Gentoo"
"309","Biscoe",46.9,14.6,210.5,4637.5,"FEMALE","Gentoo"
"310","Biscoe",46,13.6,219.5,4537.5,"FEMALE","Gentoo"
"311","Biscoe",44.95,14,213,4450,"FEMALE","Gentoo"
"312","Biscoe",47.25,14.5,212.5,4687.5,"FEMALE","Gentoo"
"313","Biscoe",44.05,13.5,209.5,4650,"FEMALE","Gentoo"
"314","Biscoe",43.3,14.6,211,4700,"FEMALE","Gentoo"
"315","Biscoe",45.9,13.85,210,4600,"FEMALE","Gentoo"
"316","Biscoe",44.95,14.4,210,4262.5,"FEMALE","Gentoo"
"317","Biscoe",45.95,14.15,206.5,4325,"FEMALE","Gentoo"
"318","Biscoe",48.55,14.15,214,4375,"FEMALE","Gentoo"
"319","Biscoe",43.35,13.95,218,4487.5,"FEMALE","Gentoo"
"320","Biscoe",44.4,14.35,211,4512.5,"FEMALE","Gentoo"
"321","Biscoe",46.6,14.05,211,4825,"FEMALE","Gentoo"
"322","Biscoe",43.7,14.45,211,4175,"FEMALE","Gentoo"
"323","Biscoe",47.3,14.2,209.5,4525,"FEMALE","Gentoo"
"324","Biscoe",46.5,14.1,213,4812.5,"FEMALE","Gentoo"
"325","Biscoe",46.15,13.9,209.5,4775,"FEMALE","Gentoo"
"326","Biscoe",44.15,14.4,212,4825,"FEMALE","Gentoo"
"327","Biscoe",45.8,14.5,211.5,4650,"FEMALE","Gentoo"
"328","Biscoe",47.45,14.15,213.5,4412.5,"FEMALE","Gentoo"
"329","Biscoe",47.5,13.8,216,4800,"FEMALE","Gentoo"
"330","Biscoe",43.9,13.55,217,4837.5,"FEMALE","Gentoo"
"331","Biscoe",44.4,14.2,216.5,4550,"FEMALE","Gentoo"
"332","Biscoe",44.45,14.55,220.5,4775,"FEMALE","Gentoo"
"333","Biscoe",43.85,13.95,217,4600,"FEMALE","Gentoo"
"334","Biscoe",44.85,15,215.5,5000,"FEMALE","Gentoo"
"335","Biscoe",46.3,14.25,213,4575,"FEMALE","Gentoo"
"336","Biscoe",44.55,14.6,214,4612.5,"FEMALE","Gentoo"
"337","Biscoe",45.15,13.95,213.5,4900,"FEMALE","Gentoo"
"338","Biscoe",47.8,13.8,212.5,5037.5,"FEMALE","Gentoo"
"339","Biscoe",45.65,14.45,211.5,4850,"FEMALE","Gentoo"
"340","Biscoe",45.55,14.05,209.5,4725,"FEMALE","Gentoo"
"341","Biscoe",44.1,14.05,215,4987.5,"FEMALE","Gentoo"
"342","Biscoe",46,14.65,211.5,4750,"FEMALE","Gentoo"
"343","Biscoe",43.7,15.35,208.5,4725,"FEMALE","Gentoo"
"344","Biscoe",49.1,14.45,213,4575,"FEMALE","Gentoo"
"345","Biscoe",45.2,14.6,212,4525,"FEMALE","Gentoo"
"346","Biscoe",44.1,14.15,211,4650,"FEMALE","Gentoo"
"347","Biscoe",43.55,14.5,216,4787.5,"FEMALE","Gentoo"
"348","Biscoe",43.75,14.2,210,4775,"FEMALE","Gentoo"
"349","Biscoe",43.6,14.75,211,4762.5,"FEMALE","Gentoo"
"350","Biscoe",45.2,14.75,211,4937.5,"FEMALE","Gentoo"
"351","Biscoe",45.35,14.2,214,4600,"FEMALE","Gentoo"
"352","Biscoe",47.1,14.6,215,4462.5,"FEMALE","Gentoo"
"353","Biscoe",45.3,14.85,216.5,4400,"FEMALE","Gentoo"
"354","Biscoe",44.8,13.7,214,4400,"FEMALE","Gentoo"
"355","Biscoe",46.05,14.75,212.5,4975,"FEMALE","Gentoo"
"356","Biscoe",48.55,14.15,213,4850,"FEMALE","Gentoo"
"357","Biscoe",44.2,14.35,212.5,4375,"FEMALE","Gentoo"
"358","Biscoe",47.25,14.15,218.5,4275,"FEMALE","Gentoo"
"359","Biscoe",44.85,14.5,210.5,4750,"FEMALE","Gentoo"
"360","Biscoe",44.05,13.75,209.5,4725,"FEMALE","Gentoo"
"361","Biscoe",46.5,14.7,211,4737.5,"FEMALE","Gentoo"
"362","Biscoe",45.4,14.25,213.5,4400,"FEMALE","Gentoo"
"363","Biscoe",44.6,14.25,212.5,4400,"FEMALE","Gentoo"
"364","Biscoe",43,14.2,216.5,4475,"FEMALE","Gentoo"
"365","Biscoe",44,13.5,216,4650,"FEMALE","Gentoo"
"366","Biscoe",47.95,13.85,217.5,4275,"FEMALE","Gentoo"
"367","Biscoe",43.45,14.45,215.5,4637.5,"FEMALE","Gentoo"
"368","Biscoe",48.5,14.5,216.5,4875,"FEMALE","Gentoo"
"369","Biscoe",43.05,13.75,210,4650,"FEMALE","Gentoo"
"370","Biscoe",43.65,14.35,214,4525,"FEMALE","Gentoo"
"371","Biscoe",44.85,14.25,212.5,4887.5,"FEMALE","Gentoo"
"372","Biscoe",48.15,14.05,212,4512.5,"FEMALE","Gentoo"
"373","Biscoe",45.25,13.8,213.5,4550,"FEMALE","Gentoo"
