"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"111","Dream",39.3,18,189.5,3862.5,"MALE","Adelie"
"112","Dream",40.7,19.05,190,4250,"MALE","Adelie"
"113","Biscoe",38.9,17.5,194.5,3675,"MALE","Adelie"
"114","Biscoe",39.4,18.3,196,4462.5,"MALE","Adelie"
"115","Torgersen",41.7,17,200,3875,"MALE","Adelie"
"116","Torgersen",41.9,20,196.5,3887.5,"MALE","Adelie"
"117","Biscoe",39.9,19.35,199.5,3925,"MALE","Adelie"
"118","Dream",39.3,18.4,198.5,4200,"MALE","Adelie"
"119","Dream",39.25,19.05,195,4500,"MALE","Adelie"
"120","Dream",40.95,18.35,188.5,4025,"MALE","Adelie"
"121","Biscoe",43.3,20.65,200,4175,"MALE","Adelie"
"122","Torgersen",41.45,19.5,189.5,4375,"MALE","Adelie"
"123","Torgersen",40.7,19.75,189.5,3700,"MALE","Adelie"
"124","Dream",39.8,18.7,187.5,4025,"MALE","Adelie"
"125","Torgersen",39.5,19.15,198,4100,"MALE","Adelie"
"126","Torgersen",40.6,18.95,184,3850,"MALE","Adelie"
"127","Dream",37.6,18.2,192,3887.5,"MALE","Adelie"
"128","Dream",40.95,18.65,196,3950,"MALE","Adelie"
"129","Torgersen",40.35,20.1,200,3675,"MALE","Adelie"
"130","Dream",40.15,20.3,193.5,4112.5,"MALE","Adelie"
"131","Dream",39.15,18.5,193.5,4000,"MALE","Adelie"
"132","Dream",41.65,19.5,187,4350,"MALE","Adelie"
"133","Dream",39.8,18.7,194,3700,"MALE","Adelie"
"134","Torgersen",40.75,20.15,199,4350,"MALE","Adelie"
"135","Torgersen",42.3,19.6,194.5,4125,"MALE","Adelie"
"136","Torgersen",39,19.7,192.5,4075,"MALE","Adelie"
"137","Biscoe",42,19.55,193.5,3875,"MALE","Adelie"
"138","Torgersen",40.3,19.8,194,3700,"MALE","Adelie"
"139","Torgersen",40.1,19.5,195.5,3837.5,"MALE","Adelie"
"140","Torgersen",40.25,19.2,197.5,4050,"MALE","Adelie"
"141","Torgersen",44.6,19.3,189.5,3775,"MALE","Adelie"
"142","Biscoe",42.4,18.5,184,3900,"MALE","Adelie"
"143","Torgersen",39.7,19.15,192,4287.5,"MALE","Adelie"
"144","Biscoe",41.4,20.25,188.5,3662.5,"MALE","Adelie"
"145","Dream",40.25,18.35,191,4500,"MALE","Adelie"
"146","Torgersen",41.3,18.9,185.5,3812.5,"MALE","Adelie"
"147","Dream",39.55,18.4,196,3725,"MALE","Adelie"
"148","Biscoe",39,18.95,192,4012.5,"MALE","Adelie"
"149","Biscoe",41.75,19.1,193.5,4050,"MALE","Adelie"
"150","Torgersen",40.7,19.8,193.5,4325,"MALE","Adelie"
"151","Torgersen",39.85,19.3,197,3650,"MALE","Adelie"
"152","Biscoe",38.25,18.4,190.5,4275,"MALE","Adelie"
"153","Dream",40.1,19.5,196.5,3900,"MALE","Adelie"
"154","Torgersen",39.9,19,189.5,4175,"MALE","Adelie"
"155","Torgersen",39.5,19.8,195,4312.5,"MALE","Adelie"
"156","Torgersen",41.55,19.05,189,4125,"MALE","Adelie"
"157","Torgersen",41.4,19.2,200.5,4300,"MALE","Adelie"
"158","Biscoe",39.75,18.6,196.5,4175,"MALE","Adelie"
"159","Dream",41.9,19.7,184,4275,"MALE","Adelie"
"160","Dream",39,17.8,194.5,3912.5,"MALE","Adelie"
"161","Torgersen",41.45,19.6,199.5,4575,"MALE","Adelie"
"162","Dream",42.35,18.5,189.5,4387.5,"MALE","Adelie"
"163","Torgersen",40.7,18.55,188.5,3825,"MALE","Adelie"
"164","Dream",38.1,18.25,193,4225,"MALE","Adelie"
"165","Dream",39.85,19.75,188.5,3825,"MALE","Adelie"
"166","Biscoe",41.15,18.75,195.5,4175,"MALE","Adelie"
"167","Dream",41.15,18.75,201,4175,"MALE","Adelie"
"168","Torgersen",41.95,18.5,196,4125,"MALE","Adelie"
"169","Dream",38.45,20.05,196.5,3850,"MALE","Adelie"
"170","Dream",41.3,19.35,194.5,4050,"MALE","Adelie"
"171","Torgersen",39.85,19.7,195.5,4025,"MALE","Adelie"
"172","Biscoe",38.3,19.55,194,4450,"MALE","Adelie"
"173","Torgersen",39.8,18.45,193,3837.5,"MALE","Adelie"
"174","Torgersen",40.4,19.1,185,3912.5,"MALE","Adelie"
"175","Dream",39,18.2,184,4175,"MALE","Adelie"
"176","Biscoe",45.9,19.55,190.5,3775,"MALE","Adelie"
"177","Torgersen",43.15,19.45,199.5,4012.5,"MALE","Adelie"
"178","Biscoe",40.25,18.9,193,4037.5,"MALE","Adelie"
"179","Biscoe",43.4,19.95,205,4050,"MALE","Adelie"
"180","Dream",42,20.5,193.5,4212.5,"MALE","Adelie"
"181","Dream",40.6,18.95,192.5,4225,"MALE","Adelie"
"182","Biscoe",37.05,20.7,189.5,4375,"MALE","Adelie"
"183","Torgersen",42.35,18.95,188.5,4000,"MALE","Adelie"
"184","Biscoe",38.25,17.6,189,4162.5,"MALE","Adelie"
"185","Dream",40,20.1,187,4237.5,"MALE","Adelie"
"186","Biscoe",40.95,19.55,186.5,4525,"MALE","Adelie"
"187","Dream",39.5,18.05,198.5,3887.5,"MALE","Adelie"
"188","Dream",40.1,18.45,195,3600,"MALE","Adelie"
"189","Biscoe",39.1,19.95,198,3950,"MALE","Adelie"
"190","Dream",39.95,18.35,196,4350,"MALE","Adelie"
"191","Biscoe",43.3,18.6,196,3750,"MALE","Adelie"
"192","Torgersen",41.7,18.3,196,3712.5,"MALE","Adelie"
"193","Dream",38.65,20.55,185,4200,"MALE","Adelie"
"194","Dream",39.45,19.6,198,3787.5,"MALE","Adelie"
"195","Biscoe",40.2,18.5,196,4050,"MALE","Adelie"
"196","Torgersen",41.85,18.65,195.5,3562.5,"MALE","Adelie"
"197","Biscoe",41.55,18.9,192.5,4337.5,"MALE","Adelie"
"198","Torgersen",40.6,18.55,196,3637.5,"MALE","Adelie"
"199","Dream",37.5,18.7,192,4350,"MALE","Adelie"
"200","Torgersen",39.25,19.4,191,3800,"MALE","Adelie"
"201","Torgersen",37.8,18.85,194.5,3900,"MALE","Adelie"
"202","Dream",43.5,19.85,190.5,4037.5,"MALE","Adelie"
"203","Dream",39.65,19.25,199,3775,"MALE","Adelie"
"204","Biscoe",39.35,18.6,191,4337.5,"MALE","Adelie"
"205","Dream",39.3,18.3,192,3975,"MALE","Adelie"
"206","Torgersen",43.45,20.3,186.5,3925,"MALE","Adelie"
"207","Biscoe",39.35,19.2,198.5,3550,"MALE","Adelie"
"208","Dream",40.05,18.9,197,3537.5,"MALE","Adelie"
"209","Torgersen",40.4,19.9,186.5,3825,"MALE","Adelie"
"210","Dream",41.65,18.75,185,4025,"MALE","Adelie"
"211","Dream",40.35,18.45,197.5,4125,"MALE","Adelie"
"212","Biscoe",41,19.35,186.5,3662.5,"MALE","Adelie"
"213","Torgersen",40.6,19.15,184.5,4100,"MALE","Adelie"
"214","Torgersen",38.25,19.85,195,3925,"MALE","Adelie"
"215","Dream",39.2,19.85,196,3975,"MALE","Adelie"
"216","Dream",39.4,20.9,198,4100,"MALE","Adelie"
"217","Torgersen",39.95,20,192.5,3975,"MALE","Adelie"
"218","Biscoe",38.7,18.2,185.5,4050,"MALE","Adelie"
"219","Torgersen",40.95,19.75,188.5,4087.5,"MALE","Adelie"
"220","Torgersen",38.45,17.85,191,4512.5,"MALE","Adelie"
"221","Biscoe",41.25,19.05,184.5,4275,"MALE","Adelie"
"222","Biscoe",41.15,19.65,190,3887.5,"MALE","Adelie"
"223","Dream",40.95,19.3,185.5,4287.5,"MALE","Adelie"
"224","Torgersen",39.35,18.45,191.5,4300,"MALE","Adelie"
"225","Torgersen",41.9,18.85,190.5,4325,"MALE","Adelie"
"226","Dream",39.6,20.5,188.5,3962.5,"MALE","Adelie"
"227","Dream",40.25,19.9,192.5,4250,"MALE","Adelie"
"228","Dream",36.4,18.7,197.5,4162.5,"MALE","Adelie"
"229","Biscoe",41.6,19.85,186,3650,"MALE","Adelie"
"230","Dream",40.9,18.2,187,4075,"MALE","Adelie"
"231","Dream",41.45,18.35,195,3825,"MALE","Adelie"
"232","Dream",41.25,18.75,185,3712.5,"MALE","Adelie"
"233","Torgersen",40.75,20.35,195,4362.5,"MALE","Adelie"
"234","Dream",40.65,19.65,195.5,4000,"MALE","Adelie"
"235","Dream",36.4,19.75,191.5,3487.5,"MALE","Adelie"
"236","Biscoe",42.35,18.5,193.5,4400,"MALE","Adelie"
"237","Torgersen",41,18.5,193.5,4575,"MALE","Adelie"
"238","Dream",40.95,18.7,195.5,3850,"MALE","Adelie"
"239","Torgersen",40.85,19.6,196.5,3750,"MALE","Adelie"
"240","Dream",41.8,19.7,199,3900,"MALE","Adelie"
"241","Dream",44.45,18.9,197.5,3900,"MALE","Adelie"
"242","Biscoe",38.1,18.6,189.5,3412.5,"MALE","Adelie"
"243","Biscoe",39.3,18.75,198.5,4362.5,"MALE","Adelie"
"244","Torgersen",40.95,20,195.5,4425,"MALE","Adelie"
"245","Torgersen",38.1,19.35,190,4225,"MALE","Adelie"
"246","Torgersen",42.5,18.65,193.5,4050,"MALE","Adelie"
"247","Dream",43.55,18.95,194.5,3775,"MALE","Adelie"
"248","Torgersen",39.15,19.85,185,4325,"MALE","Adelie"
"249","Torgersen",39.2,19.45,188,3950,"MALE","Adelie"
"250","Torgersen",39.55,18.85,189.5,3925,"MALE","Adelie"
"251","Biscoe",39,19.8,197.5,3800,"MALE","Adelie"
"252","Dream",39,19.5,194,4312.5,"MALE","Adelie"
"253","Torgersen",38.25,19.45,194,3825,"MALE","Adelie"
"254","Dream",41.7,18.5,198.5,4050,"MALE","Adelie"
"255","Biscoe",41.75,18.75,188,4112.5,"MALE","Adelie"
"256","Biscoe",43.2,18.55,190,4075,"MALE","Adelie"
"257","Torgersen",40.55,19.5,194,3950,"MALE","Adelie"
"258","Biscoe",38.9,19.95,189.5,4287.5,"MALE","Adelie"
"259","Torgersen",41.75,18.25,193.5,4100,"MALE","Adelie"
"260","Torgersen",37.35,19.3,185,4187.5,"MALE","Adelie"
"261","Dream",41.05,20,193,4025,"MALE","Adelie"
"262","Dream",39.6,20.4,191.5,3850,"MALE","Adelie"
"263","Torgersen",41.25,19.75,193.5,3837.5,"MALE","Adelie"
"264","Biscoe",39.7,19.4,192,3875,"MALE","Adelie"
"265","Dream",39.6,19.1,193,4175,"MALE","Adelie"
"266","Biscoe",39.75,18.5,196,4050,"MALE","Adelie"
"267","Torgersen",39.9,20.6,196,3875,"MALE","Adelie"
"268","Biscoe",36.8,18.6,199.5,4025,"MALE","Adelie"
"269","Biscoe",42.25,18.7,198,4100,"MALE","Adelie"
"270","Torgersen",40.9,18.3,192.5,4025,"MALE","Adelie"
"271","Dream",42.75,18.65,196,3950,"MALE","Adelie"
"272","Dream",42.35,20.2,190,3887.5,"MALE","Adelie"
"273","Torgersen",39.55,17.9,190.5,4200,"MALE","Adelie"
"274","Dream",37.7,18.7,197.5,3962.5,"MALE","Adelie"
"275","Biscoe",39.7,19.8,196.5,3487.5,"MALE","Adelie"
"276","Dream",43.4,19,191,4300,"MALE","Adelie"
"277","Biscoe",39.65,19.55,196.5,3987.5,"MALE","Adelie"
"278","Torgersen",41.35,21,187,3400,"MALE","Adelie"
"279","Torgersen",38.2,18.8,191.5,4000,"MALE","Adelie"
"280","Biscoe",40.15,18.45,187,4175,"MALE","Adelie"
"281","Torgersen",40.1,18.4,182,4237.5,"MALE","Adelie"
"282","Dream",38.75,19.65,194.5,4125,"MALE","Adelie"
"283","Torgersen",40.35,18.5,188.5,3937.5,"MALE","Adelie"
"284","Dream",41.6,18.9,191,4237.5,"MALE","Adelie"
"285","Biscoe",40.75,19.8,184.5,3762.5,"MALE","Adelie"
"286","Dream",38.35,18.85,190,3925,"MALE","Adelie"
"287","Biscoe",42,18.7,193,3650,"MALE","Adelie"
"288","Biscoe",39.25,18.65,188.5,3900,"MALE","Adelie"
"289","Dream",44.55,18.9,206,3887.5,"MALE","Adelie"
"290","Torgersen",39,19.1,191.5,3925,"MALE","Adelie"
"291","Biscoe",40.45,20.15,194.5,3950,"MALE","Adelie"
"292","Biscoe",39.3,19.25,191.5,4687.5,"MALE","Adelie"
"293","Torgersen",38.6,20.25,190,4375,"MALE","Adelie"
"294","Biscoe",38.3,18.5,187,4300,"MALE","Adelie"
"295","Biscoe",41.85,20.1,195.5,3825,"MALE","Adelie"
"296","Torgersen",38.2,20.05,194,4275,"MALE","Adelie"
"297","Dream",44.2,19.35,195,3900,"MALE","Adelie"
"298","Dream",39.95,19.9,196,4150,"MALE","Adelie"
"299","Torgersen",44.55,18.5,187.5,4025,"MALE","Adelie"
"300","Dream",40.3,18.3,190.5,4200,"MALE","Adelie"
"301","Dream",42,18.75,189.5,3850,"MALE","Adelie"
"302","Biscoe",38.85,18.75,195.5,3925,"MALE","Adelie"
"303","Torgersen",38.7,19.65,186,3900,"MALE","Adelie"
"304","Dream",42.65,20.3,196.5,3662.5,"MALE","Adelie"
"305","Biscoe",38.65,18.5,184,3975,"MALE","Adelie"
"306","Torgersen",38.65,18.95,190.5,4350,"MALE","Adelie"
"307","Torgersen",40.5,19.25,191.5,3825,"MALE","Adelie"
"308","Biscoe",39.25,18.75,181,4100,"MALE","Adelie"
"309","Biscoe",43.1,19.3,193.5,4512.5,"MALE","Adelie"
"310","Dream",41.25,18.55,199,3612.5,"MALE","Adelie"
"311","Biscoe",43.75,19.1,193,4075,"MALE","Adelie"
"312","Torgersen",37.65,19.2,194.5,4025,"MALE","Adelie"
"313","Dream",41.1,18.9,191.5,3975,"MALE","Adelie"
"314","Dream",40.35,19.15,193,3925,"MALE","Adelie"
"315","Dream",41.7,19.35,192,3975,"MALE","Adelie"
"316","Dream",41.55,17.9,201.5,4162.5,"MALE","Adelie"
"317","Dream",41.6,18.65,181.5,3775,"MALE","Adelie"
"318","Dream",40.35,18.3,193,4225,"MALE","Adelie"
"319","Biscoe",41.2,18.15,201.5,4025,"MALE","Adelie"
"320","Dream",41.35,18.75,195.5,4100,"MALE","Adelie"
"321","Torgersen",40.8,18.7,190.5,3925,"MALE","Adelie"
"322","Biscoe",39.15,19.05,192,3950,"MALE","Adelie"
"323","Dream",39.3,19.55,194,4187.5,"MALE","Adelie"
"324","Torgersen",40.05,20.15,190.5,4025,"MALE","Adelie"
"325","Dream",40.7,19.2,186,3950,"MALE","Adelie"
"326","Torgersen",42.35,19.85,190,4225,"MALE","Adelie"
"327","Biscoe",38.5,17.95,197.5,4050,"MALE","Adelie"
"328","Torgersen",41.6,18.25,186,4025,"MALE","Adelie"
"329","Biscoe",40.7,19.7,199,4137.5,"MALE","Adelie"
"330","Biscoe",40.15,19.8,196.5,4425,"MALE","Adelie"
"331","Biscoe",41.2,19.6,181.5,4025,"MALE","Adelie"
"332","Torgersen",39.2,20.05,189.5,3800,"MALE","Adelie"
"333","Biscoe",41.25,20,190.5,4587.5,"MALE","Adelie"
"334","Torgersen",37.55,18,186.5,4225,"MALE","Adelie"
"335","Torgersen",36.85,18.65,191,3950,"MALE","Adelie"
"336","Dream",37.7,21.15,198.5,3975,"MALE","Adelie"
"337","Biscoe",42.05,19.75,182,3887.5,"MALE","Adelie"
"338","Torgersen",40.95,18.8,187.5,4200,"MALE","Adelie"
"339","Dream",39.4,19.25,194.5,4187.5,"MALE","Adelie"
"340","Torgersen",39.75,18.7,190,4137.5,"MALE","Adelie"
"341","Biscoe",42.8,18.8,197.5,4137.5,"MALE","Adelie"
"342","Torgersen",38.95,18.6,187,3975,"MALE","Adelie"
"343","Torgersen",39.2,18.65,190,4450,"MALE","Adelie"
"344","Torgersen",38.45,19.15,192,3987.5,"MALE","Adelie"
"345","Dream",40.75,19.6,187.5,4025,"MALE","Adelie"
"346","Dream",41.05,19.6,192,4225,"MALE","Adelie"
"347","Dream",40.1,18.95,198,4275,"MALE","Adelie"
"348","Torgersen",43.55,19.75,192,4075,"MALE","Adelie"
"349","Torgersen",42.7,19.6,196,4062.5,"MALE","Adelie"
"350","Torgersen",40.5,18.3,185.5,3875,"MALE","Adelie"
"351","Torgersen",41.45,20.05,200,4300,"MALE","Adelie"
"352","Torgersen",40.5,19.35,195,4100,"MALE","Adelie"
"353","Torgersen",42.15,19.3,194,4275,"MALE","Adelie"
"354","Torgersen",36.2,19.45,193,3612.5,"MALE","Adelie"
"355","Torgersen",41.1,18.85,193,3900,"MALE","Adelie"
"356","Torgersen",38.05,19.95,185,3700,"MALE","Adelie"
"357","Dream",37.75,19.25,195.5,4337.5,"MALE","Adelie"
"358","Torgersen",41.25,19.5,189.5,4050,"MALE","Adelie"
"359","Dream",39.8,18.3,195,4312.5,"MALE","Adelie"
"360","Torgersen",37.55,18.2,184,3825,"MALE","Adelie"
"361","Dream",42.15,19.35,194.5,3737.5,"MALE","Adelie"
"362","Dream",42.15,18.2,193.5,3725,"MALE","Adelie"
"363","Biscoe",40.25,18.4,184,3925,"MALE","Adelie"
"364","Torgersen",42.2,18.8,196.5,4175,"MALE","Adelie"
"365","Torgersen",37.75,19.2,195,4100,"MALE","Adelie"
"366","Biscoe",38.7,18.8,191.5,4337.5,"MALE","Adelie"
"367","Biscoe",42.35,18.85,190,3975,"MALE","Adelie"
"368","Dream",40.4,18.6,193,4200,"MALE","Adelie"
"369","Torgersen",40.9,18.6,190,3975,"MALE","Adelie"
"370","Torgersen",43.35,19.4,185.5,4112.5,"MALE","Adelie"
"371","Dream",41.35,19.35,202,4087.5,"MALE","Adelie"
"372","Dream",39.65,18.8,191.5,3925,"MALE","Adelie"
"373","Dream",38.6,18.7,195.5,3900,"MALE","Adelie"
"374","Torgersen",40.6,18.3,188,4112.5,"MALE","Adelie"
"375","Dream",41.05,18.95,190.5,4137.5,"MALE","Adelie"
"376","Biscoe",40.8,20.05,201,4087.5,"MALE","Adelie"
"377","Biscoe",40.5,19.05,188.5,3850,"MALE","Adelie"
"378","Torgersen",37.3,19.4,203,4075,"MALE","Adelie"
"379","Biscoe",39.55,18.55,193.5,4287.5,"MALE","Adelie"
"380","Biscoe",42.25,20,197,4025,"MALE","Adelie"
"381","Torgersen",40.15,18.75,198,4100,"MALE","Adelie"
"382","Dream",39.2,18.4,196,4150,"MALE","Adelie"
"383","Dream",37.95,19.4,188,3825,"MALE","Adelie"
"384","Torgersen",39.85,18.65,198,3900,"MALE","Adelie"
"385","Biscoe",41.45,19.75,189.5,3637.5,"MALE","Adelie"
"386","Torgersen",39.95,19.25,189.5,4237.5,"MALE","Adelie"
"387","Biscoe",39.85,18.5,186.5,3700,"MALE","Adelie"
"388","Dream",41.6,18.75,198,3725,"MALE","Adelie"
"389","Biscoe",40.15,20.3,192.5,4300,"MALE","Adelie"
"390","Dream",40.25,20,193.5,3850,"MALE","Adelie"
"391","Biscoe",40.35,18.8,189,3775,"MALE","Adelie"
"392","Torgersen",39.2,18.75,184,3950,"MALE","Adelie"
"393","Biscoe",40.95,18.7,196.5,3775,"MALE","Adelie"
"394","Torgersen",38.5,19.15,192.5,4125,"MALE","Adelie"
"395","Dream",40.55,18.35,184,3975,"MALE","Adelie"
"396","Torgersen",43.35,18.8,182,3900,"MALE","Adelie"
"397","Torgersen",36.4,19.7,191.5,3850,"MALE","Adelie"
"398","Torgersen",40.35,18.95,193.5,4300,"MALE","Adelie"
"399","Torgersen",42.8,18.75,184,4000,"MALE","Adelie"
"400","Torgersen",38.25,18.75,197,4025,"MALE","Adelie"
"401","Dream",38.65,19.4,185,4100,"MALE","Adelie"
"402","Dream",40.85,18.3,198,4375,"MALE","Adelie"
"403","Biscoe",40.8,18.9,195.5,4100,"MALE","Adelie"
"404","Biscoe",39.5,19.25,202.5,3875,"MALE","Adelie"
"405","Torgersen",41.1,20.15,194,3850,"MALE","Adelie"
"406","Dream",41.4,18.5,189.5,3512.5,"MALE","Adelie"
"407","Biscoe",39.4,19.55,193,3825,"MALE","Adelie"
"408","Biscoe",38.85,19.75,188.5,3625,"MALE","Adelie"
"409","Dream",39.65,19.9,188,4000,"MALE","Adelie"
"410","Dream",40.95,19.5,195.5,4137.5,"MALE","Adelie"
"411","Dream",36.9,18.6,187.5,4287.5,"MALE","Adelie"
"412","Dream",41.95,19.4,193.5,4100,"MALE","Adelie"
"413","Biscoe",40.1,18.75,197.5,4425,"MALE","Adelie"
