"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"77","Dream",44.55,17.9,187.5,3475,"FEMALE","Chinstrap"
"78","Dream",44.35,17.95,194.5,3375,"FEMALE","Chinstrap"
"79","Dream",48.25,16.8,193,3425,"FEMALE","Chinstrap"
"80","Dream",44.25,16.6,192,3450,"FEMALE","Chinstrap"
"81","Dream",44.7,17.15,195,3750,"FEMALE","Chinstrap"
"82","Dream",45.65,16.95,193.5,3500,"FEMALE","Chinstrap"
"83","Dream",46.05,17.6,195,3375,"FEMALE","Chinstrap"
"84","Dream",46.95,17.85,195.5,3075,"FEMALE","Chinstrap"
"85","Dream",46.7,17.4,201,3500,"FEMALE","Chinstrap"
"86","Dream",47.85,18.1,192.5,3587.5,"FEMALE","Chinstrap"
"87","Dream",48.85,17.45,196,3175,"FEMALE","Chinstrap"
"88","Dream",47.3,16.85,191,3662.5,"FEMALE","Chinstrap"
"89","Dream",49.95,17.15,191.5,3450,"FEMALE","Chinstrap"
"90","Dream",44.2,16.6,188.5,3550,"FEMALE","Chinstrap"
"91","Dream",46.75,17.85,198.5,3525,"FEMALE","Chinstrap"
"92","Dream",48.55,17.55,182.5,3325,"FEMALE","Chinstrap"
"93","Dream",45.85,17.85,188.5,3725,"FEMALE","Chinstrap"
"94","Dream",47.55,17.1,194.5,3450,"FEMALE","Chinstrap"
"95","Dream",48.7,19.05,198.5,3625,"FEMALE","Chinstrap"
"96","Dream",44.25,17.15,193,3600,"FEMALE","Chinstrap"
"97","Dream",47.15,18,193.5,3450,"FEMALE","Chinstrap"
"98","Dream",43,17.9,191,3700,"FEMALE","Chinstrap"
"99","Dream",48.65,17.2,186.5,3675,"FEMALE","Chinstrap"
"100","Dream",44.25,17.3,191,3650,"FEMALE","Chinstrap"
"101","Dream",48.8,17.3,198,3900,"FEMALE","Chinstrap"
"102","Dream",44.5,17.45,195.5,3387.5,"FEMALE","Chinstrap"
"103","Dream",44.4,18.1,195.5,3437.5,"FEMALE","Chinstrap"
"104","Dream",46.7,17.3,195,3425,"FEMALE","Chinstrap"
"105","Dream",46.4,17.9,187,3637.5,"FEMALE","Chinstrap"
"106","Dream",44.7,17.2,189.5,3525,"FEMALE","Chinstrap"
"107","Dream",45.55,18.1,194,3250,"FEMALE","Chinstrap"
"108","Dream",45.9,17.8,196.5,3675,"FEMALE","Chinstrap"
"109","Dream",46.3,16.95,193,3612.5,"FEMALE","Chinstrap"
"110","Dream",46.5,17.85,194.5,3625,"FEMALE","Chinstrap"
"111","Dream",48.35,17.45,193,3687.5,"FEMALE","Chinstrap"
"112","Dream",47.85,16.6,193,3925,"FEMALE","Chinstrap"
"113","Dream",43.5,17.7,199.5,3750,"FEMALE","Chinstrap"
"114","Dream",46.45,17.3,194.5,3300,"FEMALE","Chinstrap"
"115","Dream",46.1,17.3,194.5,3475,"FEMALE","Chinstrap"
"116","Dream",49.2,17.45,188.5,3700,"FEMALE","Chinstrap"
"117","Dream",43.25,17.05,187,3750,"FEMALE","Chinstrap"
"118","Dream",48.1,17.15,187,3650,"FEMALE","Chinstrap"
"119","Dream",53.05,17.85,189,3287.5,"FEMALE","Chinstrap"
"120","Dream",48.65,16.95,196.5,3587.5,"FEMALE","Chinstrap"
"121","Dream",46.25,17.55,191,3525,"FEMALE","Chinstrap"
"122","Dream",45.85,16.7,195.5,3425,"FEMALE","Chinstrap"
"123","Dream",46.15,17,186.5,3675,"FEMALE","Chinstrap"
"124","Dream",46.7,17.2,185,3575,"FEMALE","Chinstrap"
"125","Dream",43.3,17.55,191,3925,"FEMALE","Chinstrap"
"126","Dream",46.3,17,188.5,3800,"FEMALE","Chinstrap"
"127","Dream",44.2,17.7,191.5,3437.5,"FEMALE","Chinstrap"
"128","Dream",42.05,18.3,197,3100,"FEMALE","Chinstrap"
"129","Dream",45.85,16.95,191.5,3500,"FEMALE","Chinstrap"
"130","Dream",46.6,16.75,197.5,3675,"FEMALE","Chinstrap"
"131","Dream",48.35,16.45,193.5,3500,"FEMALE","Chinstrap"
"132","Dream",46.25,17.85,200.5,3775,"FEMALE","Chinstrap"
"133","Dream",48.3,16.9,195,3575,"FEMALE","Chinstrap"
"134","Dream",46.15,17.2,179.5,3300,"FEMALE","Chinstrap"
"135","Dream",49.3,17.45,187,3600,"FEMALE","Chinstrap"
"136","Dream",47.85,17.65,191.5,3737.5,"FEMALE","Chinstrap"
"137","Dream",47.2,16.7,189.5,3525,"FEMALE","Chinstrap"
"138","Dream",44.95,18.45,190,3450,"FEMALE","Chinstrap"
"139","Dream",46.6,17.3,188,3237.5,"FEMALE","Chinstrap"
"140","Dream",47.45,17.95,188.5,3387.5,"FEMALE","Chinstrap"
"141","Dream",44.35,17.05,190,3687.5,"FEMALE","Chinstrap"
"142","Dream",46.35,18.3,192.5,3537.5,"FEMALE","Chinstrap"
"143","Dream",44.1,18.1,194.5,3475,"FEMALE","Chinstrap"
"144","Dream",46.5,17.25,193,3525,"FEMALE","Chinstrap"
"145","Dream",50.15,17.6,195.5,3562.5,"FEMALE","Chinstrap"
"146","Dream",46.2,16.8,193.5,3475,"FEMALE","Chinstrap"
"147","Dream",46.7,17.95,198.5,3475,"FEMALE","Chinstrap"
"148","Dream",46.15,17.25,193.5,3462.5,"FEMALE","Chinstrap"
"149","Dream",45.05,17.9,187.5,3675,"FEMALE","Chinstrap"
"150","Dream",46.55,17.8,188,3150,"FEMALE","Chinstrap"
"151","Dream",46.45,17.25,192.5,3425,"FEMALE","Chinstrap"
"152","Dream",45.2,16.8,186.5,3500,"FEMALE","Chinstrap"
"153","Dream",48.1,17.55,195,3825,"FEMALE","Chinstrap"
"154","Dream",45.9,18,192.5,3500,"FEMALE","Chinstrap"
"155","Dream",45.7,18.35,192.5,3425,"FEMALE","Chinstrap"
"156","Dream",46.5,17.3,190,3525,"FEMALE","Chinstrap"
"157","Dream",46.75,17.2,193,3762.5,"FEMALE","Chinstrap"
"158","Dream",50.6,17.35,184,3350,"FEMALE","Chinstrap"
"159","Dream",45.9,17.75,186.5,3400,"FEMALE","Chinstrap"
"160","Dream",47.95,17.15,193,3287.5,"FEMALE","Chinstrap"
"161","Dream",48.5,17.45,187,3662.5,"FEMALE","Chinstrap"
"162","Dream",44.35,17.6,190,3687.5,"FEMALE","Chinstrap"
"163","Dream",48.35,17.85,195,3837.5,"FEMALE","Chinstrap"
"164","Dream",44.65,17.5,192.5,3775,"FEMALE","Chinstrap"
"165","Dream",43.45,17.2,188.5,3925,"FEMALE","Chinstrap"
"166","Dream",48.1,17.6,194,3025,"FEMALE","Chinstrap"
"167","Dream",52.45,16.85,195.5,3600,"FEMALE","Chinstrap"
"168","Dream",43.95,17.85,192.5,3825,"FEMALE","Chinstrap"
"169","Dream",45.85,17.15,190,3575,"FEMALE","Chinstrap"
"170","Dream",48.5,16.8,194.5,3625,"FEMALE","Chinstrap"
"171","Dream",45.35,18.15,194,3400,"FEMALE","Chinstrap"
"172","Dream",44.1,17.3,193,3237.5,"FEMALE","Chinstrap"
"173","Dream",44.7,18.25,190,3575,"FEMALE","Chinstrap"
"174","Dream",46.3,17.5,188,3325,"FEMALE","Chinstrap"
"175","Dream",40.9,17.2,185,3462.5,"FEMALE","Chinstrap"
"176","Dream",48.75,18.15,189.5,3225,"FEMALE","Chinstrap"
"177","Dream",46.55,17.85,186,3687.5,"FEMALE","Chinstrap"
"178","Dream",48.95,18,189.5,3512.5,"FEMALE","Chinstrap"
"179","Dream",50.5,17.55,194,3475,"FEMALE","Chinstrap"
"180","Dream",44.65,17.25,192.5,3775,"FEMALE","Chinstrap"
"181","Dream",45,18.65,199.5,3737.5,"FEMALE","Chinstrap"
"182","Dream",44.35,17.55,188.5,3525,"FEMALE","Chinstrap"
"183","Dream",44.6,17.2,187.5,3600,"FEMALE","Chinstrap"
"184","Dream",47,17.05,189,3512.5,"FEMALE","Chinstrap"
"185","Dream",51.8,17.15,184,3525,"FEMALE","Chinstrap"
"186","Dream",49.1,17.6,192.5,3300,"FEMALE","Chinstrap"
"187","Dream",44.5,18.25,195,3000,"FEMALE","Chinstrap"
"188","Dream",49.45,17.15,195,3462.5,"FEMALE","Chinstrap"
"189","Dream",44.05,18.5,194,3550,"FEMALE","Chinstrap"
"190","Dream",46.15,18.75,194.5,3362.5,"FEMALE","Chinstrap"
"191","Dream",48.35,17.45,196,3837.5,"FEMALE","Chinstrap"
"192","Dream",42.95,17.2,193,3362.5,"FEMALE","Chinstrap"
"193","Dream",48.3,18.4,194,3487.5,"FEMALE","Chinstrap"
"194","Dream",42.5,17.95,192.5,4050,"FEMALE","Chinstrap"
"195","Dream",43.55,18.6,190,3762.5,"FEMALE","Chinstrap"
"196","Dream",46.3,16.8,192.5,3762.5,"FEMALE","Chinstrap"
"197","Dream",46.7,16.95,186,3412.5,"FEMALE","Chinstrap"
"198","Dream",46.95,18.4,195.5,3612.5,"FEMALE","Chinstrap"
"199","Dream",45.7,18.1,195,3925,"FEMALE","Chinstrap"
"200","Dream",44.55,17.3,191,3750,"FEMALE","Chinstrap"
"201","Dream",47,18.3,192.5,3575,"FEMALE","Chinstrap"
"202","Dream",46.3,17.85,197.5,3562.5,"FEMALE","Chinstrap"
"203","Dream",46.5,16.55,190.5,3525,"FEMALE","Chinstrap"
"204","Dream",44.2,17.45,199.5,3875,"FEMALE","Chinstrap"
"205","Dream",52.2,16.95,188.5,3387.5,"FEMALE","Chinstrap"
"206","Dream",45.9,18.35,190.5,3600,"FEMALE","Chinstrap"
"207","Dream",43.95,18.4,194.5,3175,"FEMALE","Chinstrap"
"208","Dream",45.8,18,193,3275,"FEMALE","Chinstrap"
"209","Dream",44.45,16.85,196.5,3600,"FEMALE","Chinstrap"
"210","Dream",48.8,17.85,192,3737.5,"FEMALE","Chinstrap"
"211","Dream",45.2,17.6,196,3475,"FEMALE","Chinstrap"
"212","Dream",46.45,18.15,198,3475,"FEMALE","Chinstrap"
"213","Dream",45.9,18.3,189.5,3550,"FEMALE","Chinstrap"
"214","Dream",46.1,17.65,198.5,3450,"FEMALE","Chinstrap"
"215","Dream",48.55,16.95,193,3637.5,"FEMALE","Chinstrap"
"216","Dream",45.8,18.4,199,3375,"FEMALE","Chinstrap"
"217","Dream",48.05,17.3,195.5,3525,"FEMALE","Chinstrap"
"218","Dream",45.05,18,184,3575,"FEMALE","Chinstrap"
"219","Dream",45.3,17.2,193,3525,"FEMALE","Chinstrap"
"220","Dream",46.2,18.3,191,3650,"FEMALE","Chinstrap"
"221","Dream",43.85,18.35,189.5,3675,"FEMALE","Chinstrap"
"222","Dream",47.2,17.65,188.5,3212.5,"FEMALE","Chinstrap"
"223","Dream",46.3,18.15,185.5,3787.5,"FEMALE","Chinstrap"
"224","Dream",48.85,18,188,3600,"FEMALE","Chinstrap"
"225","Dream",46.1,17.7,191,3325,"FEMALE","Chinstrap"
"226","Dream",43.95,17.75,195.5,3525,"FEMALE","Chinstrap"
"227","Dream",44.45,17.85,192.5,3375,"FEMALE","Chinstrap"
"228","Dream",50.25,18.2,186.5,3350,"FEMALE","Chinstrap"
"229","Dream",45.55,17.55,193,3750,"FEMALE","Chinstrap"
"230","Dream",46.1,17.15,189,3425,"FEMALE","Chinstrap"
"231","Dream",45.95,17.85,184,3600,"FEMALE","Chinstrap"
"232","Dream",46.95,17.45,193,3662.5,"FEMALE","Chinstrap"
"233","Dream",44.75,16.85,194.5,3525,"FEMALE","Chinstrap"
"234","Dream",46.05,17.65,196,3550,"FEMALE","Chinstrap"
"235","Dream",46.45,17.5,186,3650,"FEMALE","Chinstrap"
"236","Dream",45.55,17.8,197.5,3500,"FEMALE","Chinstrap"
"237","Dream",48.1,17.6,198.5,3250,"FEMALE","Chinstrap"
"238","Dream",46.65,17.3,190,3625,"FEMALE","Chinstrap"
"239","Dream",48.55,16.9,192.5,3637.5,"FEMALE","Chinstrap"
"240","Dream",45.2,17.9,188,3437.5,"FEMALE","Chinstrap"
"241","Dream",54.45,18.1,186,3550,"FEMALE","Chinstrap"
"242","Dream",45.45,17.15,197.5,3725,"FEMALE","Chinstrap"
"243","Dream",47,16.6,187,3675,"FEMALE","Chinstrap"
"244","Dream",46.95,19.15,184.5,3512.5,"FEMALE","Chinstrap"
"245","Dream",48.6,17.15,191.5,3200,"FEMALE","Chinstrap"
"246","Dream",46.55,16.7,196.5,3425,"FEMALE","Chinstrap"
"247","Dream",47.95,16.95,184,3862.5,"FEMALE","Chinstrap"
"248","Dream",48.5,18.05,198.5,3175,"FEMALE","Chinstrap"
"249","Dream",46,18.1,191,3437.5,"FEMALE","Chinstrap"
"250","Dream",46.35,17.1,194,3500,"FEMALE","Chinstrap"
"251","Dream",48.2,16.9,193.5,3425,"FEMALE","Chinstrap"
"252","Dream",45.45,17.1,186,3625,"FEMALE","Chinstrap"
"253","Dream",48.25,18.3,193,3675,"FEMALE","Chinstrap"
"254","Dream",47.75,16.65,192.5,3525,"FEMALE","Chinstrap"
"255","Dream",48.3,17.55,194,3487.5,"FEMALE","Chinstrap"
"256","Dream",44.05,17.45,190.5,3525,"FEMALE","Chinstrap"
"257","Dream",49.25,17.5,192,3900,"FEMALE","Chinstrap"
"258","Dream",44.2,16.95,192.5,3400,"FEMALE","Chinstrap"
"259","Dream",44.6,17.8,184,3137.5,"FEMALE","Chinstrap"
"260","Dream",46.8,17.35,198.5,3625,"FEMALE","Chinstrap"
"261","Dream",48.35,17.65,188.5,3650,"FEMALE","Chinstrap"
"262","Dream",45.7,16.4,198.5,3775,"FEMALE","Chinstrap"
"263","Dream",46.15,18.5,191,3462.5,"FEMALE","Chinstrap"
"264","Dream",44.45,17.8,194,3525,"FEMALE","Chinstrap"
"265","Dream",45.8,17.95,190,3737.5,"FEMALE","Chinstrap"
"266","Dream",47.05,18.35,190,3687.5,"FEMALE","Chinstrap"
"267","Dream",48.2,17.9,192.5,3537.5,"FEMALE","Chinstrap"
"268","Dream",48.7,17.45,189.5,2975,"FEMALE","Chinstrap"
"269","Dream",50.75,17.25,192.5,3050,"FEMALE","Chinstrap"
"270","Dream",48.85,17.6,200,3487.5,"FEMALE","Chinstrap"
"271","Dream",46.4,18.25,189.5,3325,"FEMALE","Chinstrap"
"272","Dream",46,17.6,196.5,3612.5,"FEMALE","Chinstrap"
"273","Dream",52.2,17.6,188,3700,"FEMALE","Chinstrap"
"274","Dream",48.7,17.6,189,3800,"FEMALE","Chinstrap"
"275","Dream",46.15,16.8,189.5,3287.5,"FEMALE","Chinstrap"
"276","Dream",43.05,17.35,191.5,3350,"FEMALE","Chinstrap"
"277","Dream",44.25,18.65,191.5,3737.5,"FEMALE","Chinstrap"
"278","Dream",49,18.35,196,3825,"FEMALE","Chinstrap"
"279","Dream",44.95,18.3,189.5,3150,"FEMALE","Chinstrap"
"280","Dream",44.1,17.85,195.5,3837.5,"FEMALE","Chinstrap"
"281","Dream",45.7,17.4,192,3675,"FEMALE","Chinstrap"
"282","Dream",44.2,18,188.5,3700,"FEMALE","Chinstrap"
"283","Dream",46.25,17.75,188,3662.5,"FEMALE","Chinstrap"
"284","Dream",46.65,18.2,188.5,3700,"FEMALE","Chinstrap"
"285","Dream",47.85,16.6,191.5,3575,"FEMALE","Chinstrap"
"286","Dream",48.35,17.9,196,3612.5,"FEMALE","Chinstrap"
"287","Dream",45.45,17.6,190,3537.5,"FEMALE","Chinstrap"
"288","Dream",45.8,17.7,192.5,3400,"FEMALE","Chinstrap"
"289","Dream",44.5,18.2,193,3525,"FEMALE","Chinstrap"
"290","Dream",48.05,17.4,188,3462.5,"FEMALE","Chinstrap"
"291","Dream",45.1,17.15,193,3500,"FEMALE","Chinstrap"
"292","Dream",43.05,17.4,191.5,3625,"FEMALE","Chinstrap"
"293","Dream",48.5,16.65,195.5,3487.5,"FEMALE","Chinstrap"
"294","Dream",46.35,17.15,187,3575,"FEMALE","Chinstrap"
"295","Dream",44.7,17.8,194,3537.5,"FEMALE","Chinstrap"
"296","Dream",45.55,16.95,192.5,3625,"FEMALE","Chinstrap"
"297","Dream",43.85,17.5,191,3275,"FEMALE","Chinstrap"
"298","Dream",45.8,18.3,184,3237.5,"FEMALE","Chinstrap"
"299","Dream",47.35,17.7,184.5,3362.5,"FEMALE","Chinstrap"
"300","Dream",52.8,18.7,186.5,3562.5,"FEMALE","Chinstrap"
"301","Dream",50.15,17.45,195,3650,"FEMALE","Chinstrap"
"302","Dream",44.55,16.95,189,3750,"FEMALE","Chinstrap"
"303","Dream",44.5,17.6,195.5,3450,"FEMALE","Chinstrap"
"304","Dream",46.75,18.25,196.5,3650,"FEMALE","Chinstrap"
"305","Dream",48.95,18,191.5,3350,"FEMALE","Chinstrap"
"306","Dream",44,18.1,195,3275,"FEMALE","Chinstrap"
"307","Dream",46.5,16.55,197,3562.5,"FEMALE","Chinstrap"
"308","Dream",49.95,17.45,195,3612.5,"FEMALE","Chinstrap"
"309","Dream",46.55,16.95,194,3425,"FEMALE","Chinstrap"
"310","Dream",46.1,17,189.5,3650,"FEMALE","Chinstrap"
"311","Dream",47.25,17.65,185,3500,"FEMALE","Chinstrap"
"312","Dream",45.55,18,189.5,3512.5,"FEMALE","Chinstrap"
"313","Dream",46.45,17.25,196.5,3587.5,"FEMALE","Chinstrap"
"314","Dream",47.1,17.3,184,3600,"FEMALE","Chinstrap"
"315","Dream",44.55,18.3,195.5,3587.5,"FEMALE","Chinstrap"
"316","Dream",46.8,18.75,184,3562.5,"FEMALE","Chinstrap"
"317","Dream",48.05,17.6,191.5,3750,"FEMALE","Chinstrap"
"318","Dream",45.7,18.25,188.5,3487.5,"FEMALE","Chinstrap"
"319","Dream",48.4,17.25,201,3387.5,"FEMALE","Chinstrap"
"320","Dream",46.2,17.4,192.5,3837.5,"FEMALE","Chinstrap"
"321","Dream",46.8,17.2,198.5,3550,"FEMALE","Chinstrap"
"322","Dream",46.5,17.2,194,3662.5,"FEMALE","Chinstrap"
"323","Dream",45.6,17.2,191.5,3500,"FEMALE","Chinstrap"
"324","Dream",48.25,18.3,188,3575,"FEMALE","Chinstrap"
"325","Dream",46.1,17.4,189,4050,"FEMALE","Chinstrap"
"326","Dream",46.2,17.3,193.5,3025,"FEMALE","Chinstrap"
"327","Dream",52.25,17.35,185,3450,"FEMALE","Chinstrap"
"328","Dream",45.85,17.4,191.5,3362.5,"FEMALE","Chinstrap"
"329","Dream",47.05,17.45,193.5,3625,"FEMALE","Chinstrap"
"330","Dream",48.1,18.4,187.5,3675,"FEMALE","Chinstrap"
"331","Dream",45.8,17.25,192.5,3575,"FEMALE","Chinstrap"
"332","Dream",46.25,17.4,187,3575,"FEMALE","Chinstrap"
"333","Dream",46.65,17.2,194,3325,"FEMALE","Chinstrap"
"334","Dream",45.8,17.65,185,3725,"FEMALE","Chinstrap"
"335","Dream",45.9,17.05,188,3825,"FEMALE","Chinstrap"
"336","Dream",46.6,16.8,192.5,3550,"FEMALE","Chinstrap"
"337","Dream",46.15,16.95,192.5,3450,"FEMALE","Chinstrap"
"338","Dream",45.45,18.65,199,3562.5,"FEMALE","Chinstrap"
"339","Dream",49.45,17.75,197,3787.5,"FEMALE","Chinstrap"
"340","Dream",46.85,16.65,200,3512.5,"FEMALE","Chinstrap"
"341","Dream",46.85,16.95,193,3475,"FEMALE","Chinstrap"
"342","Dream",46.1,18.3,193.5,3737.5,"FEMALE","Chinstrap"
"343","Dream",43.85,18.2,190.5,3650,"FEMALE","Chinstrap"
"344","Dream",46.3,17.65,194.5,3450,"FEMALE","Chinstrap"
"345","Dream",47.95,17.5,193,3575,"FEMALE","Chinstrap"
"346","Dream",46.5,17.2,186.5,3100,"FEMALE","Chinstrap"
"347","Dream",46.05,16.95,195.5,3900,"FEMALE","Chinstrap"
"348","Dream",44.35,16.6,191.5,3450,"FEMALE","Chinstrap"
"349","Dream",45.8,18,191.5,3375,"FEMALE","Chinstrap"
"350","Dream",42.5,18.25,193,3550,"FEMALE","Chinstrap"
"351","Dream",42.2,17.95,193.5,3737.5,"FEMALE","Chinstrap"
"352","Dream",48.05,18,188.5,3625,"FEMALE","Chinstrap"
"353","Dream",46.65,17.2,194.5,3437.5,"FEMALE","Chinstrap"
"354","Dream",46.2,17.3,194.5,3900,"FEMALE","Chinstrap"
"355","Dream",44.5,18.25,188.5,3325,"FEMALE","Chinstrap"
"356","Dream",44.1,17.85,197,3575,"FEMALE","Chinstrap"
"357","Dream",43.95,18,190,3525,"FEMALE","Chinstrap"
"358","Dream",46.8,18.1,192,3737.5,"FEMALE","Chinstrap"
"359","Dream",46.5,16.8,194.5,3500,"FEMALE","Chinstrap"
"360","Dream",48.05,17.9,196,3525,"FEMALE","Chinstrap"
"361","Dream",46.05,17.75,191,3562.5,"FEMALE","Chinstrap"
"362","Dream",44.45,17.2,191,3362.5,"FEMALE","Chinstrap"
"363","Dream",44.45,17.85,190,3475,"FEMALE","Chinstrap"
"364","Dream",43.5,18.5,192,3487.5,"FEMALE","Chinstrap"
"365","Dream",46.75,18,196,4000,"FEMALE","Chinstrap"
"366","Dream",43.8,18.25,194,3450,"FEMALE","Chinstrap"
"367","Dream",44.05,17.5,184,3450,"FEMALE","Chinstrap"
"368","Dream",52.05,18.05,193,3425,"FEMALE","Chinstrap"
"369","Dream",46.4,17.6,193,3425,"FEMALE","Chinstrap"
"370","Dream",47.9,17.25,190,3650,"FEMALE","Chinstrap"
"371","Dream",42.05,17.05,193,3425,"FEMALE","Chinstrap"
"372","Dream",44.2,18.1,187,3487.5,"FEMALE","Chinstrap"
"373","Dream",48.45,16.75,197.5,3512.5,"FEMALE","Chinstrap"
"374","Dream",46.65,17.5,197,3250,"FEMALE","Chinstrap"
"375","Dream",44.05,17.75,189.5,3900,"FEMALE","Chinstrap"
"376","Dream",44.6,18.65,187.5,3687.5,"FEMALE","Chinstrap"
"377","Dream",46.3,18.4,193.5,3775,"FEMALE","Chinstrap"
"378","Dream",46.75,17.55,188.5,3512.5,"FEMALE","Chinstrap"
"379","Dream",43.85,17.75,188,3550,"FEMALE","Chinstrap"
"380","Dream",44.35,17.95,192.5,3625,"FEMALE","Chinstrap"
